Nodes	Activity
E2F4	1
EGR1	1
ELK4	-1
ESR2	1
ETS1	1
FOS	1
FOSL2	-1
FOXA1	1
FOXP3	1
GABPA	-1
GATA2	1
HIF1A	1
HNF4A	1
IRF1	1
MYB	-1
MYCN	1
NR1I2	-1
PAX6	-1
SMAD3	1
SREBF2	1
USF1	1
ABL1	1
ADRB2	-1
ATM	1
CASP1	1
CEBPB	1
JUND	-1
MAP3K7	1
MAPK14	1
MAPK3	-1
MAPKAPK5	1
MTOR	1
NFATC1	1
NLK	1
NR0B2	1
PRKACA	1
RHEB	1
STAT1	1
ADRB1	-1
