ATF2	ATF4	BACH1	CDX2	CEBPA	CTCF	E2F1	E2F4	E2F7	ESR1	ETS1	EWSR1.FLI1	FLI1	FOS	FOXA1	FOXF2	FOXI1	FOXM1	FOXP3	GATA1	GATA2	GATA3	GATA6	GLI2	HNF1A	HNF4A	HSF1	IKZF1	IRF1	IRF7	JUND	LEF1	MAX	MAZ	MITF	NANOG	NR3C1	PAX6	POU2F1	POU5F1	PPARA	PPARG	REST	SMAD4	SPI1	SREBF1	SREBF2	STAT2	STAT3	TBP	TCF12	TCF4	TFAP2A	TFAP2C	TP63	USF1	YY1	ZNF423
-1	-1	1	1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1
