AHR	AR	ARNTL	ATF2	ATF3	ATF4	CDX2	CEBPA	CEBPB	E2F1	E2F4	E2F6	E2F7	ELK4	ETS1	FOS	FOSL2	FOXA1	FOXA2	FOXM1	FOXP3	GATA1	GATA2	GATA3	HIF1A	HNF1A	HNF4A	IRF1	JUN	JUND	KLF5	MEF2A	MITF	MYB	NFE2	NFE2L2	NFKB1	NFYA	NRF1	PAX5	POU5F1	PPARA	PPARG	RARA	RELA	REST	RXRA	SMAD4	SOX2	SP1	SP3	SPI1	SREBF1	SREBF2	SRF	STAT1	STAT2	TBP	TCF12	TFAP2A	TFAP2C	USF2	YY1
1	-1	-1	1	1	1	1	1	1	-1	-1	-1	-1	1	-1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1
