AR	EGFR	ESR1	HIF1A	JAK1	MAPK1	NFKB1	PIK3CA	TNFRSF1A	TNFSF10	KDR	CTNNB1	TP53
-1	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1
