ADRA1A	ADRA1B	ADRA1D	ADRB1	ADRB2	ABCB1	ADRA2A	CASP3	DRD2	DRD3	GSTP1	HTR2A	HTR2B	HTR2C	SLC6A2	SLC6A4
-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1
