P31946	Gene_Name	YWHAB
P62258	Gene_Name	YWHAE
Q04917	Gene_Name	YWHAH
P61981	Gene_Name	YWHAG
P31947	Gene_Name	SFN
P27348	Gene_Name	YWHAQ
P63104	Gene_Name	YWHAZ
P30443	Gene_Name	HLA-A
P01892	Gene_Name	HLA-A
P04439	Gene_Name	HLA-A
P13746	Gene_Name	HLA-A
Q96QU6	Gene_Name	ACCS
Q4AC99	Gene_Name	ACCSL
P30447	Gene_Name	HLA-A
P05534	Gene_Name	HLA-A
P18462	Gene_Name	HLA-A
P30450	Gene_Name	HLA-A
P30512	Gene_Name	HLA-A
P16188	Gene_Name	HLA-A
P16189	Gene_Name	HLA-A
P10314	Gene_Name	HLA-A
P16190	Gene_Name	HLA-A
P30453	Gene_Name	HLA-A
P30455	Gene_Name	HLA-A
P30456	Gene_Name	HLA-A
P30457	Gene_Name	HLA-A
P01891	Gene_Name	HLA-A
P10316	Gene_Name	HLA-A
P30459	Gene_Name	HLA-A
Q09160	Gene_Name	HLA-A
P01889	Gene_Name	HLA-B
P30460	Gene_Name	HLA-B
P30461	Gene_Name	HLA-B
P30462	Gene_Name	HLA-B
P30464	Gene_Name	HLA-B
P30466	Gene_Name	HLA-B
P03989	Gene_Name	HLA-B
P30685	Gene_Name	HLA-B
P18463	Gene_Name	HLA-B
Q95365	Gene_Name	HLA-B
P30475	Gene_Name	HLA-B
Q04826	Gene_Name	HLA-B
P30479	Gene_Name	HLA-B
P30480	Gene_Name	HLA-B
P30481	Gene_Name	HLA-B
P30483	Gene_Name	HLA-B
P30484	Gene_Name	HLA-B
P30485	Gene_Name	HLA-B
P30486	Gene_Name	HLA-B
P30487	Gene_Name	HLA-B
P30488	Gene_Name	HLA-B
P18464	Gene_Name	HLA-B
P30490	Gene_Name	HLA-B
P30491	Gene_Name	HLA-B
P30492	Gene_Name	HLA-B
P30493	Gene_Name	HLA-B
P30495	Gene_Name	HLA-B
P18465	Gene_Name	HLA-B
P10319	Gene_Name	HLA-B
Q29940	Gene_Name	HLA-B
Q29836	Gene_Name	HLA-B
Q31612	Gene_Name	HLA-B
P30498	Gene_Name	HLA-B
Q31610	Gene_Name	HLA-B
Q29718	Gene_Name	HLA-B
P30499	Gene_Name	HLA-C
P30501	Gene_Name	HLA-C
P04222	Gene_Name	HLA-C
P30504	Gene_Name	HLA-C
Q9TNN7	Gene_Name	HLA-C
Q29963	Gene_Name	HLA-C
P10321	Gene_Name	HLA-C
P30505	Gene_Name	HLA-C
P30508	Gene_Name	HLA-C
P30510	Gene_Name	HLA-C
Q07000	Gene_Name	HLA-C
Q29960	Gene_Name	HLA-C
Q95604	Gene_Name	HLA-C
Q29865	Gene_Name	HLA-C
Q15172	Gene_Name	PPP2R5A
Q15173	Gene_Name	PPP2R5B
Q14738	Gene_Name	PPP2R5D
Q16537	Gene_Name	PPP2R5E
Q13362	Gene_Name	PPP2R5C
P30153	Gene_Name	PPP2R1A
P30154	Gene_Name	PPP2R1B
P63151	Gene_Name	PPP2R2A
Q00005	Gene_Name	PPP2R2B
