DRD2	HRH1	ADRA1A	CALM1	CALM2	CALM3	CHRM1	CHRM2	CHRM3	CHRM4	CHRM5	CYP2C9	HRH4	HTR2A
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
