CREB1	CTCF	E2F6	E2F7	EGR1	ERG	EWSR1-FLI1	FLI1	FOXF2	GATA1	IKZF1	MYB	MYC	MYCN	NFE2	NFE2L2	NFKB1	NHLH1	NRF1	PPARD	REL	RXRA	SRF	STAT2	TCF3	TCF4	TP63	YBX1	ZNF263	ZNF423	JAK1	JAK2	JAK3	TYN2	NFKB1	NFKB2	REL	RELA	RELB	PIK3CA	PIK3CB	PIK3CD	PIK3CG	TNFRSF1A	TNFRSF1B	FLT1	FLT4	KDR	TP53
1	1	1	-1	-1	1	1	1	-1	1	1	-1	1	-1	-1	1	1	-1	1	1	1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1	1	1	1	-1
