E2F6	ERG	EWSR1~FLI1	FOXF2	IKZF1	MYB	NFE2L2	NFKB1	NRF1	REL	YBX1	ZNF263	ZNF423	NFKB1	NFKB2	REL	RELA	RELB	FLT1	FLT4	KDR	TP53
-1	1	1	1	-1	1	1	-1	1	-1	-1	1	1	-1	-1	-1	-1	-1	1	1	1	-1
