ADRB1	ADRB2	ADRB3	ALDH7A1	APOA4	AVP	BCL2L1	CCND1	COLQ	CSN3	CTSD	CXCR4	CYP1A2	DBH	EGFR	EGR1	ENG	HTR1A	HTR1B	HTR2A	HTR5A	IL1B	KCNH2	LCAT	LEPR	POMC	REN	SCN5A	THBD	VEGFA
-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
