BATF	CTCF	EWSR1~FLI1	FOXA1	FOXF2	GATA6	HSF1	NFE2	NHLH1	NR3C1	PAX5	TCF3	YBX1	JAK1	JAK2	JAK3	TYN2	HRAS	KRAS	NRAS	PIK3CA	PIK3CB	PIK3CD	PIK3CG	TP53
-1	-1	1	1	-1	-1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
