PTGS2	PTGS1	ATG5	CASP3	CYP1A2	CYP2E1	CYP3A4	GPER1	ICAM1	IL10	IL17A	MAP3K5	MYC	NFE2L2	PPARA	PRDX6	PTPN1	SPP1	TLR3	TNF
-1	-1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	-1	1	-1	1	-1
