ATF2	E2F4	ELK1	ESR1	EWSR1~FLI1	FLI1	FOSL2	FOXA1	GABPA	GATA1	GATA2	GATA3	HNF4A	MAZ	MYC	NFE2	PBX1	PPARD	RXRA	SOX2	STAT3	TFAP2C	TP63	USF1	HRAS	KRAS	NRAS	NFKB1	NFKB2	REL	RELA	RELB	TNFRSF1A	TNFRSF1B
1	-1	-1	1	1	1	-1	1	-1	1	1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
