HIF1A	NFKB1	NFKB2	REL	RELA	RELB	TNFRSF1A	TNFRSF1B	FLT1	FLT4	KDR	TP53
1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1
