ATF2	ATF3	E2F1	E2F7	ELK4	EWSR1~FLI1	GLI2	MYB	NFE2	NFKB1	NRF1	REL	RELA	SMAD4	SOX2	SREBF1	SRF	STAT2	STAT3	VDR	HRAS	KRAS	NRAS	NFKB1	NFKB2	REL	RELA	RELB	TNFRSF1A	TNFRSF1B
1	1	-1	-1	-1	1	1	-1	-1	1	-1	1	1	-1	1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1
