ARNT	ARNTL	ATF4	BACH1	CLOCK	EBF1	FOXO3	GABPA	HIF1A	NR3C1	SMAD3	TBP	TCF12	TEAD1	TFAP2A	TP63	ZEB1	EGFR	MAPK1	MAPK3	TNFSF10
1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	1
